T;join
6.25;88
6.5;88
-6.5;89
-6.25;89
-6;89
-5.75;89
-5.5;89
-5.25;89
-5;89
-4.75;89
-4.5;89
-4.25;89
-4;89
-3.75;89
-3.5;89
-3.25;89
-3;89
-2.75;89
-2.5;89
-2.25;89
-2;89
-1.75;89
-1.5;89
-1.25;89
-1;89
-0.75;89
-0.5;89
-0.25;89
0;89
0.25;89
0.5;89
0.75;89
1;89
1.25;89
1.5;89
1.75;89
2;89
2.25;89
2.5;89
2.75;89
3;89
3.25;89
3.5;89
3.75;89
4;89
4.25;89
4.5;89
4.75;89
5;89
5.25;89
5.5;89
5.75;89
6;89
6.25;89
6.5;89
-6.5;90
-6.25;90
-6;90
-5.75;90
-5.5;90
-5.25;90
-5;90
-4.75;90
-4.5;90
-4.25;90
-4;90
-3.75;90
-3.5;90
-3.25;90
-3;90
-2.75;90
-2.5;90
-2.25;90
-2;90
-1.75;90
-1.5;90
-1.25;90
-1;90
-0.75;90
-0.5;90
-0.25;90
0;90
0.25;90
0.5;90
0.75;90
1;90
1.25;90
1.5;90
1.75;90
2;90
2.25;90
2.5;90
2.75;90
3;90
3.25;90
3.5;90
3.75;90
4;90
4.25;90
4.5;90
4.75;90
5;90
5.25;90
5.5;90
5.75;90
6;90
6.25;90
6.5;90
-6.5;91
-6.25;91
-6;91
-5.75;91
-5.5;91
-5.25;91
-5;91
-4.75;91
-4.5;91
-4.25;91
-4;91
-3.75;91
-3.5;91
-3.25;91
-3;91
-2.75;91
-2.5;91
-2.25;91
-2;91
-1.75;91
-1.5;91
-1.25;91
-1;91
-0.75;91
-0.5;91
-0.25;91
0;91
0.25;91
0.5;91
0.75;91
1;91
1.25;91
1.5;91
1.75;91
2;91
2.25;91
2.5;91
2.75;91
3;91
3.25;91
3.5;91
3.75;91
4;91
4.25;91
4.5;91
4.75;91
5;91
5.25;91
5.5;91
5.75;91
6;91
6.25;91
6.5;91
-6.5;92
-6.25;92
-6;92
-5.75;92
-5.5;92
-5.25;92
-5;92
-4.75;92
-4.5;92
-4.25;92
-4;92
-3.75;92
-3.5;92
-3.25;92
-3;92
-2.75;92
-2.5;92
-2.25;92
-2;92
-1.75;92
-1.5;92
-1.25;92
-1;92
-0.75;92
-0.5;92
-0.25;92
0;92
0.25;92
0.5;92
0.75;92
1;92
1.25;92
1.5;92
1.75;92
2;92
2.25;92
2.5;92
2.75;92
3;92
3.25;92
3.5;92
3.75;92
4;92
4.25;92
4.5;92
4.75;92
5;92
5.25;92
5.5;92
5.75;92
6;92
6.25;92
6.5;92
-6.5;93
-6.25;93
-6;93
-5.75;93
-5.5;93
-5.25;93
-5;93
-4.75;93
-4.5;93
-4.25;93
-4;93
-3.75;93
-3.5;93
-3.25;93
-3;93
-2.75;93
-2.5;93
-2.25;93
-2;93
-1.75;93
-1.5;93
-1.25;93
-1;93
-0.75;93
-0.5;93
-0.25;93
0;93
0.25;93
0.5;93
0.75;93
1;93
1.25;93
1.5;93
1.75;93
2;93
2.25;93
2.5;93
2.75;93
3;93
3.25;93
3.5;93
3.75;93
4;93
4.25;93
4.5;93
4.75;93
5;93
5.25;93
5.5;93
5.75;93
6;93
6.25;93
6.5;93
-6.5;94
-6.25;94
-6;94
-5.75;94
-5.5;94
-5.25;94
-5;94
-4.75;94
-4.5;94
-4.25;94
-4;94
-3.75;94
-3.5;94
-3.25;94
-3;94
-2.75;94
-2.5;94
-2.25;94
-2;94
-1.75;94
-1.5;94
-1.25;94
-1;94
-0.75;94
-0.5;94
-0.25;94
0;94
0.25;94
0.5;94
0.75;94
1;94
1.25;94
1.5;94
1.75;94
2;94
2.25;94
2.5;94
2.75;94
3;94
3.25;94
3.5;94
3.75;94
4;94
4.25;94
4.5;94
4.75;94
5;94
5.25;94
5.5;94
5.75;94
6;94
6.25;94
6.5;94
-6.5;95
-6.25;95
-6;95
-5.75;95
-5.5;95
-5.25;95
-5;95
-4.75;95
-4.5;95
-4.25;95
-4;95
-3.75;95
-3.5;95
-3.25;95
-3;95
-2.75;95
-2.5;95
-2.25;95
-2;95
-1.75;95
-1.5;95
-1.25;95
-1;95
-0.75;95
-0.5;95
-0.25;95
0;95
0.25;95
0.5;95
0.75;95
1;95
1.25;95
1.5;95
1.75;95
2;95
2.25;95
2.5;95
2.75;95
3;95
3.25;95
3.5;95
3.75;95
4;95
4.25;95
4.5;95
4.75;95
5;95
5.25;95
5.5;95
5.75;95
6;95
6.25;95
6.5;95
-6.5;96
-6.25;96
-6;96
-5.75;96
-5.5;96
-5.25;96
-5;96
-4.75;96
-4.5;96
-4.25;96
-4;96
-3.75;96
-3.5;96
-3.25;96
-3;96
-2.75;96
-2.5;96
-2.25;96
-2;96
-1.75;96
-1.5;96
-1.25;96
-1;96
-0.75;96
-0.5;96
-0.25;96
0;96
0.25;96
0.5;96
0.75;96
1;96
1.25;96
1.5;96
1.75;96
2;96
2.25;96
2.5;96
2.75;96
3;96
3.25;96
3.5;96
3.75;96
4;96
4.25;96
4.5;96
4.75;96
5;96
5.25;96
5.5;96
5.75;96
6;96
6.25;96
6.5;96
-6.5;97
-6.25;97
-6;97
-5.75;97
-5.5;97
-5.25;97
-5;97
-4.75;97
-4.5;97
-4.25;97
-4;97
-3.75;97
-3.5;97
-3.25;97
-3;97
-2.75;97
-2.5;97
-2.25;97
-2;97
-1.75;97
-1.5;97
-1.25;97
-1;97
-0.75;97
-0.5;97
-0.25;97
0;97
0.25;97
0.5;97
0.75;97
1;97
1.25;97
1.5;97
1.75;97
2;97
2.25;97
2.5;97
2.75;97
3;97
3.25;97
3.5;97
3.75;97
4;97
4.25;97
4.5;97
4.75;97
5;97
5.25;97
5.5;97
5.75;97
6;97
6.25;97
6.5;97
-6.5;98
-6.25;98
-6;98
-5.75;98
-5.5;98
-5.25;98
-5;98
-4.75;98
-4.5;98
-4.25;98
-4;98
-3.75;98
-3.5;98
-3.25;98
-3;98
-2.75;98
-2.5;98
-2.25;98
-2;98
-1.75;98
-1.5;98
-1.25;98
-1;98
-0.75;98
-0.5;98
-0.25;98
0;98
0.25;98
0.5;98
0.75;98
1;98
1.25;98
1.5;98
1.75;98
2;98
2.25;98
2.5;98
2.75;98
3;98
3.25;98
3.5;98
3.75;98
4;98
4.25;98
4.5;98
4.75;98
5;98
5.25;98
5.5;98
5.75;98
6;98
6.25;98
6.5;98
-6.5;99
-6.25;99
-6;99
-5.75;99
-5.5;99
-5.25;99
-5;99
-4.75;99
-4.5;99
-4.25;99
-4;99
-3.75;99
-3.5;99
-3.25;99
-3;99
-2.75;99
-2.5;99
-2.25;99
-2;99
-1.75;99
-1.5;99
-1.25;99
-1;99
-0.75;99
-0.5;99
-0.25;99
0;99
0.25;99
0.5;99
0.75;99
1;99
1.25;99
1.5;99
1.75;99
2;99
2.25;99
2.5;99
2.75;99
3;99
3.25;99
3.5;99
3.75;99
4;99
4.25;99
4.5;99
4.75;99
5;99
5.25;99
5.5;99
5.75;99
6;99
6.25;99
6.5;99
-6.5;100
-6.25;100
-6;100
-5.75;100
-5.5;100
-5.25;100
-5;100
-4.75;100
-4.5;100
-4.25;100
-4;100
-3.75;100
-3.5;100
-3.25;100
-3;100
-2.75;100
-2.5;100
-2.25;100
-2;100
-1.75;100
-1.5;100
-1.25;100
-1;100
-0.75;100
-0.5;100
-0.25;100
0;100
0.25;100
0.5;100
0.75;100
1;100
1.25;100
1.5;100
1.75;100
2;100
2.25;100
2.5;100
2.75;100
3;100
3.25;100
3.5;100
3.75;100
4;100
4.25;100
4.5;100
4.75;100
5;100
5.25;100
5.5;100
5.75;100
6;100
6.25;100
6.5;100
-6.5;101
-6.25;101
-6;101
-5.75;101
-5.5;101
-5.25;101
-5;101
-4.75;101
-4.5;101
-4.25;101
-4;101
-3.75;101
-3.5;101
-3.25;101
-3;101
-2.75;101
-2.5;101
-2.25;101
-2;101
-1.75;101
-1.5;101
-1.25;101
-1;101
-0.75;101
-0.5;101
-0.25;101
0;101
0.25;101
0.5;101
0.75;101
1;101
1.25;101
1.5;101
1.75;101
2;101
2.25;101
2.5;101
2.75;101
3;101
3.25;101
3.5;101
3.75;101
4;101
4.25;101
4.5;101
4.75;101
5;101
5.25;101
5.5;101
5.75;101
6;101
6.25;101
6.5;101
-6.5;102
-6.25;102
-6;102
-5.75;102
-5.5;102
-5.25;102
-5;102
-4.75;102
-4.5;102
-4.25;102
-4;102
-3.75;102
-3.5;102
-3.25;102
-3;102
-2.75;102
-2.5;102
-2.25;102
-2;102
-1.75;102
-1.5;102
-1.25;102
-1;102
-0.75;102
-0.5;102
-0.25;102
0;102
0.25;102
0.5;102
0.75;102
1;102
1.25;102
1.5;102
1.75;102
2;102
2.25;102
2.5;102
2.75;102
3;102
3.25;102
3.5;102
3.75;102
4;102
4.25;102
4.5;102
4.75;102
5;102
5.25;102
5.5;102
5.75;102
6;102
6.25;102
6.5;102
-6.5;103
-6.25;103
-6;103
-5.75;103
-5.5;103
-5.25;103
-5;103
-4.75;103
-4.5;103
-4.25;103
-4;103
-3.75;103
-3.5;103
-3.25;103
-3;103
-2.75;103
-2.5;103
-2.25;103
-2;103
-1.75;103
-1.5;103
-1.25;103
-1;103
-0.75;103
-0.5;103
-0.25;103
0;103
0.25;103
0.5;103
0.75;103
1;103
1.25;103
1.5;103
1.75;103
2;103
2.25;103
2.5;103
2.75;103
3;103
3.25;103
3.5;103
3.75;103
4;103
4.25;103
4.5;103
4.75;103
5;103
5.25;103
5.5;103
5.75;103
6;103
6.25;103
6.5;103
-6.5;104
-6.25;104
-6;104
-5.75;104
-5.5;104
-5.25;104
-5;104
-4.75;104
-4.5;104
-4.25;104
-4;104
-3.75;104
-3.5;104
-3.25;104
-3;104
-2.75;104
-2.5;104
-2.25;104
-2;104
-1.75;104
-1.5;104
-1.25;104
-1;104
-0.75;104
-0.5;104
-0.25;104
0;104
0.25;104
0.5;104
0.75;104
1;104
1.25;104
1.5;104
1.75;104
2;104
2.25;104
2.5;104
2.75;104
3;104
3.25;104
3.5;104
3.75;104
4;104
4.25;104
4.5;104
4.75;104
5;104
5.25;104
5.5;104
5.75;104
6;104
6.25;104
6.5;104
-6.5;105
-6.25;105
-6;105
-5.75;105
-5.5;105
-5.25;105
-5;105
-4.75;105
-4.5;105
-4.25;105
-4;105
-3.75;105
-3.5;105
-3.25;105
-3;105
-2.75;105
-2.5;105
-2.25;105
-2;105
-1.75;105
-1.5;105
-1.25;105
-1;105
-0.75;105
-0.5;105
-0.25;105
0;105
0.25;105
0.5;105
0.75;105
1;105
1.25;105
1.5;105
1.75;105
2;105
2.25;105
2.5;105
2.75;105
3;105
3.25;105
3.5;105
3.75;105
4;105
4.25;105
4.5;105
4.75;105
5;105
5.25;105
5.5;105
5.75;105
6;105
6.25;105
6.5;105
-6.5;106
-6.25;106
-6;106
-5.75;106
-5.5;106
-5.25;106
-5;106
-4.75;106
-4.5;106
-4.25;106
-4;106
-3.75;106
-3.5;106
-3.25;106
-3;106
-2.75;106
-2.5;106
-2.25;106
-2;106
-1.75;106
-1.5;106
-1.25;106
-1;106
-0.75;106
-0.5;106
-0.25;106
0;106
0.25;106
0.5;106
0.75;106
1;106
1.25;106
1.5;106
1.75;106
2;106
2.25;106
2.5;106
2.75;106
3;106
3.25;106
3.5;106
3.75;106
4;106
4.25;106
4.5;106
4.75;106
5;106
5.25;106
5.5;106
5.75;106
6;106
6.25;106
6.5;106
-6.5;107
-6.25;107
-6;107
-5.75;107
-5.5;107
-5.25;107
-5;107
-4.75;107
-4.5;107
-4.25;107
-4;107
-3.75;107
-3.5;107
-3.25;107
-3;107
-2.75;107
-2.5;107
-2.25;107
-2;107
-1.75;107
-1.5;107
-1.25;107
-1;107
-0.75;107
-0.5;107
-0.25;107
0;107
0.25;107
0.5;107
0.75;107
1;107
1.25;107
1.5;107
1.75;107
2;107
2.25;107
2.5;107
2.75;107
3;107
3.25;107
3.5;107
3.75;107
4;107
4.25;107
4.5;107
4.75;107
5;107
5.25;107
5.5;107
5.75;107
6;107
6.25;107
6.5;107
-6.5;108
-6.25;108
-6;108
-5.75;108
-5.5;108
-5.25;108
-5;108
-4.75;108
-4.5;108
-4.25;108
-4;108
-3.75;108
-3.5;108
-3.25;108
-3;108
-2.75;108
-2.5;108
-2.25;108
-2;108
-1.75;108
-1.5;108
-1.25;108
-1;108
-0.75;108
-0.5;108
-0.25;108
0;108
0.25;108
0.5;108
0.75;108
1;108
1.25;108
1.5;108
1.75;108
2;108
2.25;108
2.5;108
2.75;108
3;108
3.25;108
3.5;108
3.75;108
4;108
4.25;108
4.5;108
4.75;108
5;108
5.25;108
5.5;108
5.75;108
6;108
6.25;108
6.5;108
-6.5;109
-6.25;109
-6;109
-5.75;109
-5.5;109
-5.25;109
-5;109
-4.75;109
-4.5;109
-4.25;109
-4;109
-3.75;109
-3.5;109
-3.25;109
-3;109
-2.75;109
-2.5;109
-2.25;109
-2;109
-1.75;109
-1.5;109
-1.25;109
-1;109
-0.75;109
-0.5;109
-0.25;109
0;109
0.25;109
0.5;109
0.75;109
1;109
1.25;109
1.5;109
1.75;109
2;109
2.25;109
2.5;109
2.75;109
3;109
3.25;109
3.5;109
3.75;109
4;109
4.25;109
4.5;109
4.75;109
5;109
5.25;109
5.5;109
5.75;109
6;109
6.25;109
6.5;109
-6.5;110
-6.25;110
-6;110
-5.75;110
-5.5;110
-5.25;110
-5;110
-4.75;110
-4.5;110
-4.25;110
-4;110
-3.75;110
-3.5;110
-3.25;110
-3;110
-2.75;110
-2.5;110
-2.25;110
-2;110
-1.75;110
-1.5;110
-1.25;110
-1;110
-0.75;110
-0.5;110
-0.25;110
0;110
0.25;110
0.5;110
0.75;110
1;110
1.25;110
1.5;110
1.75;110
2;110
2.25;110
2.5;110
2.75;110
3;110
3.25;110
3.5;110
3.75;110
4;110
4.25;110
4.5;110
4.75;110
5;110
5.25;110
5.5;110
5.75;110
6;110
6.25;110
6.5;110
-6.5;111
-6.25;111
-6;111
-5.75;111
-5.5;111
-5.25;111
-5;111
-4.75;111
-4.5;111
-4.25;111
-4;111
-3.75;111
-3.5;111
-3.25;111
-3;111
-2.75;111
-2.5;111
-2.25;111
-2;111
-1.75;111
-1.5;111
-1.25;111
-1;111
-0.75;111
-0.5;111
-0.25;111
0;111
0.25;111
0.5;111
0.75;111
1;111
1.25;111
1.5;111
1.75;111
2;111
2.25;111
2.5;111
2.75;111
3;111
3.25;111
3.5;111
3.75;111
4;111
4.25;111
4.5;111
4.75;111
5;111
5.25;111
5.5;111
5.75;111
6;111
6.25;111
6.5;111
-6.5;112
-6.25;112
-6;112
-5.75;112
-5.5;112
-5.25;112
-5;112
-4.75;112
-4.5;112
-4.25;112
-4;112
-3.75;112
-3.5;112
-3.25;112
-3;112
-2.75;112
-2.5;112
-2.25;112
-2;112
-1.75;112
-1.5;112
-1.25;112
-1;112
-0.75;112
-0.5;112
-0.25;112
0;112
0.25;112
0.5;112
0.75;112
1;112
1.25;112
1.5;112
1.75;112
2;112
2.25;112
2.5;112
2.75;112
3;112
3.25;112
3.5;112
3.75;112
4;112
4.25;112
4.5;112
4.75;112
5;112
5.25;112
5.5;112
5.75;112
6;112
6.25;112
6.5;112
-6.5;113
-6.25;113
-6;113
-5.75;113
-5.5;113
-5.25;113
-5;113
-4.75;113
-4.5;113
-4.25;113
-4;113
-3.75;113
-3.5;113
-3.25;113
-3;113
-2.75;113
-2.5;113
-2.25;113
-2;113
-1.75;113
-1.5;113
-1.25;113
-1;113
-0.75;113
-0.5;113
-0.25;113
0;113
0.25;113
0.5;113
0.75;113
1;113
1.25;113
1.5;113
1.75;113
2;113
2.25;113
2.5;113
2.75;113
3;113
3.25;113
3.5;113
3.75;113
4;113
4.25;113
4.5;113
4.75;113
5;113
5.25;113
5.5;113
5.75;113
6;113
6.25;113
6.5;113
-6.5;114
-6.25;114
-6;114
-5.75;114
-5.5;114
-5.25;114
-5;114
-4.75;114
-4.5;114
-4.25;114
-4;114
-3.75;114
-3.5;114
-3.25;114
-3;114
-2.75;114
-2.5;114
-2.25;114
-2;114
-1.75;114
-1.5;114
-1.25;114
-1;114
-0.75;114
-0.5;114
-0.25;114
0;114
0.25;114
0.5;114
0.75;114
1;114
1.25;114
1.5;114
1.75;114
2;114
2.25;114
2.5;114
2.75;114
3;114
3.25;114
3.5;114
3.75;114
4;114
4.25;114
4.5;114
4.75;114
5;114
5.25;114
5.5;114
5.75;114
6;114
6.25;114
6.5;114
-6.5;115
-6.25;115
-6;115
-5.75;115
-5.5;115
-5.25;115
-5;115
-4.75;115
-4.5;115
-4.25;115
-4;115
-3.75;115
-3.5;115
-3.25;115
-3;115
-2.75;115
-2.5;115
-2.25;115
-2;115
-1.75;115
-1.5;115
-1.25;115
-1;115
-0.75;115
-0.5;115
-0.25;115
0;115
0.25;115
0.5;115
0.75;115
1;115
1.25;115
1.5;115
1.75;115
2;115
2.25;115
2.5;115
2.75;115
3;115
3.25;115
3.5;115
3.75;115
4;115
4.25;115
4.5;115
4.75;115
5;115
5.25;115
5.5;115
5.75;115
6;115
6.25;115
6.5;115
-6.5;116
-6.25;116
-6;116
-5.75;116
-5.5;116
-5.25;116
-5;116
-4.75;116
-4.5;116
-4.25;116
-4;116
-3.75;116
-3.5;116
-3.25;116
-3;116
-2.75;116
-2.5;116
-2.25;116
-2;116
-1.75;116
-1.5;116
-1.25;116
-1;116
-0.75;116
-0.5;116
-0.25;116
0;116
0.25;116
0.5;116
0.75;116
1;116
1.25;116
1.5;116
1.75;116
2;116
2.25;116
2.5;116
2.75;116
3;116
3.25;116
3.5;116
3.75;116
4;116
4.25;116
4.5;116
4.75;116
5;116
5.25;116
5.5;116
5.75;116
6;116
6.25;116
6.5;116
-6.5;117
-6.25;117
-6;117
-5.75;117
-5.5;117
-5.25;117
-5;117
-4.75;117
-4.5;117
-4.25;117
-4;117
-3.75;117
-3.5;117
-3.25;117
-3;117
-2.75;117
-2.5;117
-2.25;117
-2;117
-1.75;117
-1.5;117
-1.25;117
-1;117
-0.75;117
-0.5;117
-0.25;117
0;117
0.25;117
0.5;117
0.75;117
1;117
1.25;117
1.5;117
1.75;117
2;117
2.25;117
2.5;117
2.75;117
3;117
3.25;117
3.5;117
3.75;117
4;117
4.25;117
4.5;117
4.75;117
5;117
5.25;117
5.5;117
5.75;117
6;117
6.25;117
6.5;117
-6.5;118
-6.25;118
-6;118
-5.75;118
-5.5;118
-5.25;118
-5;118
-4.75;118
-4.5;118
-4.25;118
-4;118
-3.75;118
-3.5;118
-3.25;118
-3;118
-2.75;118
-2.5;118
-2.25;118
-2;118
-1.75;118
-1.5;118
-1.25;118
-1;118
-0.75;118
-0.5;118
-0.25;118
0;118
0.25;118
0.5;118
0.75;118
1;118
1.25;118
1.5;118
1.75;118
2;118
2.25;118
2.5;118
2.75;118
3;118
3.25;118
3.5;118
3.75;118
4;118
4.25;118
4.5;118
4.75;118
5;118
5.25;118
5.5;118
5.75;118
6;118
6.25;118
6.5;118
-6.5;119
-6.25;119
-6;119
-5.75;119
-5.5;119
-5.25;119
-5;119
-4.75;119
-4.5;119
-4.25;119
-4;119
-3.75;119
-3.5;119
-3.25;119
-3;119
-2.75;119
-2.5;119
-2.25;119
-2;119
-1.75;119
-1.5;119
-1.25;119
-1;119
-0.75;119
-0.5;119
-0.25;119
0;119
0.25;119
0.5;119
0.75;119
1;119
1.25;119
1.5;119
1.75;119
2;119
2.25;119
2.5;119
2.75;119
3;119
3.25;119
3.5;119
3.75;119
4;119
4.25;119
4.5;119
4.75;119
5;119
5.25;119
5.5;119
5.75;119
6;119
6.25;119
6.5;119
-6.5;120
-6.25;120
-6;120
-5.75;120
-5.5;120
-5.25;120
-5;120
-4.75;120
-4.5;120
-4.25;120
-4;120
-3.75;120
-3.5;120
-3.25;120
-3;120
-2.75;120
-2.5;120
-2.25;120
-2;120
-1.75;120
-1.5;120
-1.25;120
-1;120
-0.75;120
-0.5;120
-0.25;120
0;120
0.25;120
0.5;120
0.75;120
1;120
1.25;120
1.5;120
1.75;120
2;120
2.25;120
2.5;120
2.75;120
3;120
3.25;120
3.5;120
3.75;120
4;120
4.25;120
4.5;120
4.75;120
5;120
5.25;120
5.5;120
5.75;120
6;120
6.25;120
6.5;120
-6.5;121
-6.25;121
-6;121
-5.75;121
-5.5;121
-5.25;121
-5;121
-4.75;121
-4.5;121
-4.25;121
-4;121
-3.75;121
-3.5;121
-3.25;121
-3;121
-2.75;121
-2.5;121
-2.25;121
-2;121
-1.75;121
-1.5;121
-1.25;121
-1;121
-0.75;121
-0.5;121
-0.25;121
0;121
0.25;121
0.5;121
0.75;121
1;121
1.25;121
1.5;121
1.75;121
2;121
2.25;121
2.5;121
2.75;121
3;121
3.25;121
3.5;121
3.75;121
4;121
4.25;121
4.5;121
4.75;121
5;121
5.25;121
5.5;121
5.75;121
6;121
6.25;121
6.5;121
-6.5;122
-6.25;122
-6;122
-5.75;122
-5.5;122
-5.25;122
-5;122
-4.75;122
-4.5;122
-4.25;122
-4;122
-3.75;122
-3.5;122
-3.25;122
-3;122
-2.75;122
-2.5;122
-2.25;122
-2;122
-1.75;122
-1.5;122
-1.25;122
-1;122
-0.75;122
-0.5;122
-0.25;122
0;122
0.25;122
0.5;122
0.75;122
1;122
1.25;122
1.5;122
1.75;122
2;122
2.25;122
2.5;122
2.75;122
3;122
3.25;122
3.5;122
3.75;122
4;122
4.25;122
4.5;122
4.75;122
5;122
5.25;122
5.5;122
5.75;122
6;122
6.25;122
6.5;122
-6.5;123
-6.25;123
-6;123
-5.75;123
-5.5;123
-5.25;123
-5;123
-4.75;123
-4.5;123
-4.25;123
-4;123
-3.75;123
-3.5;123
-3.25;123
-3;123
-2.75;123
-2.5;123
-2.25;123
-2;123
-1.75;123
-1.5;123
-1.25;123
-1;123
-0.75;123
-0.5;123
-0.25;123
0;123
0.25;123
0.5;123
0.75;123
1;123
1.25;123
1.5;123
1.75;123
2;123
2.25;123
2.5;123
2.75;123
3;123
3.25;123
3.5;123
3.75;123
4;123
4.25;123
4.5;123
4.75;123
5;123
5.25;123
5.5;123
5.75;123
6;123
6.25;123
6.5;123
-6.5;124
-6.25;124
-6;124
-5.75;124
-5.5;124
-5.25;124
-5;124
-4.75;124
-4.5;124
-4.25;124
-4;124
-3.75;124
-3.5;124
-3.25;124
-3;124
-2.75;124
-2.5;124
-2.25;124
-2;124
-1.75;124
-1.5;124
-1.25;124
-1;124
-0.75;124
-0.5;124
-0.25;124
0;124
0.25;124
0.5;124
0.75;124
1;124
1.25;124
1.5;124
1.75;124
2;124
2.25;124
2.5;124
2.75;124
3;124
3.25;124
3.5;124
3.75;124
4;124
4.25;124
4.5;124
4.75;124
5;124
5.25;124
5.5;124
5.75;124
6;124
6.25;124
6.5;124
-6.5;125
-6.25;125
-6;125
-5.75;125
-5.5;125
-5.25;125
-5;125
-4.75;125
-4.5;125
-4.25;125
-4;125
-3.75;125
-3.5;125
-3.25;125
-3;125
-2.75;125
-2.5;125
-2.25;125
-2;125
-1.75;125
-1.5;125
-1.25;125
-1;125
-0.75;125
-0.5;125
-0.25;125
0;125
0.25;125
0.5;125
0.75;125
1;125
1.25;125
1.5;125
1.75;125
2;125
2.25;125
2.5;125
2.75;125
3;125
3.25;125
3.5;125
3.75;125
4;125
4.25;125
4.5;125
4.75;125
5;125
5.25;125
5.5;125
5.75;125
6;125
6.25;125
6.5;125
-6.5;126
-6.25;126
-6;126
-5.75;126
-5.5;126
-5.25;126
-5;126
-4.75;126
-4.5;126
-4.25;126
-4;126
-3.75;126
-3.5;126
-3.25;126
-3;126
-2.75;126
-2.5;126
-2.25;126
-2;126
-1.75;126
-1.5;126
-1.25;126
-1;126
-0.75;126
-0.5;126
-0.25;126
0;126
0.25;126
0.5;126
0.75;126
1;126
1.25;126
1.5;126
1.75;126
2;126
2.25;126
2.5;126
2.75;126
3;126
3.25;126
3.5;126
3.75;126
4;126
4.25;126
4.5;126
4.75;126
5;126
5.25;126
5.5;126
5.75;126
6;126
6.25;126
6.5;126
-6.5;127
-6.25;127
-6;127
-5.75;127
-5.5;127
-5.25;127
-5;127
-4.75;127
-4.5;127
-4.25;127
-4;127
-3.75;127
-3.5;127
-3.25;127
-3;127
-2.75;127
-2.5;127
-2.25;127
-2;127
-1.75;127
-1.5;127
-1.25;127
-1;127
-0.75;127
-0.5;127
-0.25;127
0;127
0.25;127
0.5;127
0.75;127
1;127
1.25;127
1.5;127
1.75;127
2;127
2.25;127
2.5;127
2.75;127
3;127
3.25;127
3.5;127
3.75;127
4;127
4.25;127
4.5;127
4.75;127
5;127
5.25;127
5.5;127
5.75;127
6;127
6.25;127
6.5;127
-6.5;128
-6.25;128
-6;128
-5.75;128
-5.5;128
-5.25;128
-5;128
-4.75;128
-4.5;128
-4.25;128
-4;128
-3.75;128
-3.5;128
-3.25;128
-3;128
-2.75;128
-2.5;128
-2.25;128
-2;128
-1.75;128
-1.5;128
-1.25;128
-1;128
-0.75;128
-0.5;128
-0.25;128
0;128
0.25;128
0.5;128
0.75;128
1;128
1.25;128
1.5;128
1.75;128
2;128
2.25;128
2.5;128
2.75;128
3;128
3.25;128
3.5;128
3.75;128
4;128
4.25;128
4.5;128
4.75;128
5;128
5.25;128
5.5;128
5.75;128
6;128
6.25;128
6.5;128
-6.5;129
-6.25;129
-6;129
-5.75;129
-5.5;129
-5.25;129
-5;129
-4.75;129
-4.5;129
-4.25;129
-4;129
-3.75;129
-3.5;129
-3.25;129
-3;129
-2.75;129
-2.5;129
-2.25;129
-2;129
-1.75;129
-1.5;129
-1.25;129
-1;129
-0.75;129
-0.5;129
-0.25;129
0;129
0.25;129
0.5;129
0.75;129
1;129
1.25;129
1.5;129
1.75;129
2;129
2.25;129
2.5;129
2.75;129
3;129
3.25;129
3.5;129
3.75;129
4;129
4.25;129
4.5;129
4.75;129
5;129
5.25;129
5.5;129
5.75;129
6;129
6.25;129
6.5;129
-6.5;130
-6.25;130
-6;130
-5.75;130
-5.5;130
-5.25;130
-5;130
-4.75;130
-4.5;130
-4.25;130
-4;130
-3.75;130
-3.5;130
-3.25;130
-3;130
-2.75;130
-2.5;130
-2.25;130
-2;130
-1.75;130
-1.5;130
-1.25;130
-1;130
-0.75;130
-0.5;130
-0.25;130
0;130
0.25;130
0.5;130
0.75;130
1;130
1.25;130
1.5;130
1.75;130
2;130
2.25;130
2.5;130
2.75;130
3;130
3.25;130
3.5;130
3.75;130
4;130
4.25;130
4.5;130
4.75;130
5;130
5.25;130
5.5;130
5.75;130
6;130
6.25;130
6.5;130
-6.5;131
-6.25;131
-6;131
-5.75;131
-5.5;131
-5.25;131
-5;131
-4.75;131
-4.5;131
-4.25;131
-4;131
-3.75;131
-3.5;131
-3.25;131
-3;131
-2.75;131
-2.5;131
-2.25;131
-2;131
-1.75;131
-1.5;131
-1.25;131
-1;131
-0.75;131
-0.5;131
-0.25;131
0;131
0.25;131
0.5;131
0.75;131
1;131
1.25;131
1.5;131
1.75;131
2;131
2.25;131
2.5;131
2.75;131
3;131
3.25;131
3.5;131
3.75;131
4;131
4.25;131
4.5;131
4.75;131
5;131
5.25;131
5.5;131
5.75;131
6;131
6.25;131
6.5;131
-6.5;132
-6.25;132
-6;132
-5.75;132
-5.5;132
-5.25;132
-5;132
-4.75;132
-4.5;132
-4.25;132
-4;132
-3.75;132
-3.5;132
-3.25;132
-3;132
-2.75;132
-2.5;132
-2.25;132
-2;132
-1.75;132
-1.5;132
-1.25;132
-1;132
-0.75;132
-0.5;132
-0.25;132
0;132
0.25;132
0.5;132
0.75;132
1;132
1.25;132
1.5;132
1.75;132
2;132
2.25;132
2.5;132
2.75;132
3;132
3.25;132
3.5;132
3.75;132
4;132
4.25;132
4.5;132
4.75;132
5;132
5.25;132
5.5;132
5.75;132
6;132
